PopID	Barcode	CrossNum	Indiv	Origin	Exp	Trt	Rack	Pos	LfCount1	LfLgth1	LfWdth1	comments	defense	Round	TrayPos	Eaten.mm	Rem.pro	MostEat	EatDiffI.N	MostEat.Scan	eat.bin	def.ro.tray.or	Eaten.log	Latitude	Longitude
33	BG001	BG001-3-1	3	1	nat	mat fx	cut	8	50	14	15	4.7	NA	Induced 2	6	85	2.391906949	0.923	nat	-1.010374487	nat	1	Induced 2 6 85 nat	1.22139228506517	43.3819444444444	28.4575
34	BG001	BG001-3-1	3	1	nat	mat fx	cut	8	50	14	15	4.7	NA	Induced 1	3	40	7.9761024	0.744	nat	-5.32778715	nat	1	Induced 1 3 40 nat	2.19456575691491	43.3819444444444	28.4575
35	BG001	BG001-3-1	3	1	nat	mat fx	cut	8	50	14	15	4.7	NA	const	3	31	NA	NA	nat	NA	nat	1	const 3 31 nat	NA	43.3819444444444	28.4575
36	BG001	BG001-3-1	3	1	nat	mat fx	cut	8	50	14	15	4.7	NA	const	4	45	NA	NA	nat	NA	nat	1	const 4 45 nat	NA	43.3819444444444	28.4575
37	BG001	BG001-3-1	3	1	nat	mat fx	cut	8	50	14	15	4.7	NA	Induced 2	4	57	2.742445036	0.912	nat	0.546427019	inv	0	Induced 2 4 57 nat	1.31973915076425	43.3819444444444	28.4575
38	BG001	BG001-3-1	3	1	nat	mat fx	cut	8	50	14	15	4.7	NA	Induced 1	2	27	6.5428965	0.79	inv	7.477596	inv	0	Induced 1 2 27 nat	2.02060625944632	43.3819444444444	28.4575
39	BG001	BG001-3-1	3	1	nat	mat fx	cut	8	50	14	15	4.7	NA	const	2	26	NA	NA	nat	NA	nat	1	const 2 26 nat	NA	43.3819444444444	28.4575
40	BG001	BG001-3-1	3	1	nat	mat fx	cut	8	50	14	15	4.7	NA	const	5	68	NA	NA	inv	NA	inv	0	const 5 68 nat	NA	43.3819444444444	28.4575
41	BG001	BG001-3-1	3	1	nat	mat fx	cut	8	50	14	15	4.7	NA	Induced 3	4	46	0.786157171	0.975	inv	0.1551626	inv	0	Induced 3 4 46 nat	0.580066480262118	43.3819444444444	28.4575
42	BG001	BG001-8-5	8	5	nat	mat fx	cut	8	43	13	19.5	5.2	NA	Induced 1	5	59	0	1	NA	3.6764847	inv	0	Induced 1 5 59 nat	0	43.3819444444444	28.4575
43	BG001	BG001-8-5	8	5	nat	mat fx	cut	8	43	13	19.5	5.2	NA	Induced 1	1	2	2.52368865	0.919	NA	-2.52368865	nat	1	Induced 1 1 2 nat	1.25950835286539	43.3819444444444	28.4575
44	BG001	BG001-8-5	8	5	nat	mat fx	cut	8	43	13	19.5	5.2	NA	Induced 1	4	53	0.71660295	0.977	NA	-0.71660295	nat	1	Induced 1 4 53 nat	0.540347308813846	43.3819444444444	28.4575
45	BG001	BG001-8-5	8	5	nat	mat fx	cut	8	43	13	19.5	5.2	NA	Induced 3	6	86	6.671991783	0.786	nat	-5.151398307	nat	1	Induced 3 6 86 nat	2.03757626654302	43.3819444444444	28.4575
46	BG001	BG001-8-5	8	5	nat	mat fx	cut	8	43	13	19.5	5.2	NA	Induced 2	2	24	1.855789874	0.94	NA	1.381532462	inv	0	Induced 2 2 24 nat	1.04934846824126	43.3819444444444	28.4575
47	BG001	BG001-8-5	8	5	nat	mat fx	cut	8	43	13	19.5	5.2	NA	const	3	39	NA	NA	nat	NA	nat	1	const 3 39 nat	NA	43.3819444444444	28.4575
48	BG001	BG001-8-5	8	5	nat	mat fx	cut	8	43	13	19.5	5.2	NA	Induced 2	1	9	11.19659891	0.641	nat	-2.299117457	nat	1	Induced 2 1 9 nat	2.50115713500458	43.3819444444444	28.4575
49	BG001	BG001-8-5	8	5	nat	mat fx	cut	8	43	13	19.5	5.2	NA	const	1	2	NA	NA	nat	NA	nat	1	const 1 2 nat	NA	43.3819444444444	28.4575
50	BG001	BG001-8-5	8	5	nat	mat fx	cut	8	43	13	19.5	5.2	NA	Induced 2	6	73	1.391842406	0.955	inv	8.619112974	inv	0	Induced 2 6 73 nat	0.87206395013869	43.3819444444444	28.4575
51	BG001	BG001-8-5	8	5	nat	mat fx	cut	8	43	13	19.5	5.2	NA	Induced 3	5	61	2.875680179	0.908	nat	-1.841262848	nat	1	Induced 3 5 61 nat	1.35472117746623	43.3819444444444	28.4575
52	BG001	BG001-8-5	8	5	nat	mat fx	cut	8	43	13	19.5	5.2	NA	Induced 1	3	38	3.83226795	0.877	NA	-0.1246266	nat	1	Induced 1 3 38 nat	1.57531591232352	43.3819444444444	28.4575
53	BG001	BG001-8-5	8	5	nat	mat fx	cut	8	43	13	19.5	5.2	NA	Induced 2	4	49	2.907404136	0.907	nat	1.020684431	inv	0	Induced 2 4 49 nat	1.36287324967921	43.3819444444444	28.4575
54	BG001	BG001-8-5	8	5	nat	mat fx	cut	8	43	13	19.5	5.2	NA	const	5	59	NA	NA	inv	NA	inv	0	const 5 59 nat	NA	43.3819444444444	28.4575
55	BG001	BG001-8-5	8	5	nat	mat fx	cut	8	43	13	19.5	5.2	NA	Induced 3	4	50	2.213653088	0.929	inv	5.410002639	inv	0	Induced 3 4 50 nat	1.16740832371737	43.3819444444444	28.4575
56	BG001	BG001-8-5	8	5	nat	mat fx	cut	8	43	13	19.5	5.2	NA	Induced 2	3	40	1.061924206	0.966	NA	-0.1649591	nat	1	Induced 2 3 40 nat	0.72363962740222	43.3819444444444	28.4575
57	BG001	BG001-8-5	8	5	nat	mat fx	cut	8	43	13	19.5	5.2	NA	Induced 3	3	45	1.15854741	0.963	inv	1.510249303	inv	0	Induced 3 3 45 nat	0.769435500099262	43.3819444444444	28.4575
58	BG001	BG001-8-5	8	5	nat	mat fx	cut	8	43	13	19.5	5.2	NA	Induced 1	6	73	4.0503645	0.87	NA	-2.46137535	nat	1	Induced 1 6 73 nat	1.61946041890037	43.3819444444444	28.4575
59	BG001	BG001-8-5	8	5	nat	mat fx	cut	8	43	13	19.5	5.2	NA	Induced 3	2	24	4.385929482	0.859	NA	-4.385929482	nat	1	Induced 3 2 24 nat	1.68378990147042	43.3819444444444	28.4575
60	BG001	BG001-8-5	8	5	nat	mat fx	cut	8	43	13	19.5	5.2	NA	const	6	76	NA	NA	inv	NA	inv	0	const 6 76 nat	NA	43.3819444444444	28.4575
61	BG001	BG001-8-5	8	5	nat	mat fx	cut	8	43	13	19.5	5.2	NA	const	2	20	NA	NA	nat	NA	nat	1	const 2 20 nat	NA	43.3819444444444	28.4575
62	CA001	CA001-11-1	11	1	inv	mat fx	cut	8	34	13	16	3.1	NA	Induced 2	3	37	0.701076175	0.977	NA	0.701076175	inv	1	Induced 2 3 37 inv	0.531261094891913	49.0149388888889	-122.882097222222
63	CA001	CA001-11-1	11	1	inv	mat fx	cut	8	34	13	16	3.1	NA	const	3	37	NA	NA	nat	NA	nat	0	const 3 37 inv	NA	49.0149388888889	-122.882097222222
64	CA001	CA001-11-1	11	1	inv	mat fx	cut	8	34	13	16	3.1	NA	Induced 2	6	79	1.23719325	0.96	nat	-4.258006767	nat	0	Induced 2 6 79 inv	0.805222066796432	49.0149388888889	-122.882097222222
65	CA001	CA001-11-1	11	1	inv	mat fx	cut	8	34	13	16	3.1	NA	Induced 1	4	51	2.52368865	0.919	inv	1.6824591	inv	1	Induced 1 4 51 inv	1.25950835286539	49.0149388888889	-122.882097222222
66	CA001	CA001-11-1	11	1	inv	mat fx	cut	8	34	13	16	3.1	NA	Induced 1	2	24	3.2402916	0.896	NA	1.52667585	inv	1	Induced 1 2 24 inv	1.44463204046398	49.0149388888889	-122.882097222222
67	CA001	CA001-11-1	11	1	inv	mat fx	cut	8	34	13	16	3.1	NA	Induced 3	1	9	9.899373855	0.682	inv	6.81681021	inv	1	Induced 3 1 9 inv	2.38870534308969	49.0149388888889	-122.882097222222
68	CA001	CA001-11-1	11	1	inv	mat fx	cut	8	34	13	16	3.1	NA	const	1	8	NA	NA	inv	NA	inv	1	const 1 8 inv	NA	49.0149388888889	-122.882097222222
69	CA001	CA001-11-1	11	1	inv	mat fx	cut	8	34	13	16	3.1	NA	Induced 1	1	9	2.492532	0.92	nat	-4.985064	nat	0	Induced 1 1 9 inv	1.25062697459806	49.0149388888889	-122.882097222222
70	CA001	CA001-11-1	11	1	inv	mat fx	cut	8	34	13	16	3.1	NA	const	6	80	NA	NA	inv	NA	inv	1	const 6 80 inv	NA	49.0149388888889	-122.882097222222
71	CA001	CA001-11-1	11	1	inv	mat fx	cut	8	34	13	16	3.1	NA	Induced 2	2	22	8.381984265	0.731	inv	5.856048047	inv	1	Induced 2 2 22 inv	2.23879128275713	49.0149388888889	-122.882097222222
72	CA001	CA001-11-1	11	1	inv	mat fx	cut	8	34	13	16	3.1	NA	Induced 3	2	24	0	1	NA	-4.385929482	nat	0	Induced 3 2 24 inv	0	49.0149388888889	-122.882097222222
73	CA001	CA001-11-1	11	1	inv	mat fx	cut	8	34	13	16	3.1	NA	const	5	66	NA	NA	inv	NA	inv	1	const 5 66 inv	NA	49.0149388888889	-122.882097222222
74	CA001	CA001-11-1	11	1	inv	mat fx	cut	8	34	13	16	3.1	NA	Induced 1	3	38	3.70764135	0.881	NA	-0.1246266	nat	0	Induced 1 3 38 inv	1.54918700765175	49.0149388888889	-122.882097222222
75	CA001	CA001-11-1	11	1	inv	mat fx	cut	8	34	13	16	3.1	NA	Induced 2	4	52	1.195953475	0.962	nat	-1.329982743	nat	0	Induced 2 4 52 inv	0.786616337175129	49.0149388888889	-122.882097222222
76	CA001	CA001-11-1	11	1	inv	mat fx	cut	8	34	13	16	3.1	NA	Induced 3	6	82	0.289636853	0.991	NA	-0.537897012	nat	0	Induced 3 6 82 inv	0.254360669440074	49.0149388888889	-122.882097222222
77	CA001	CA001-11-1	11	1	inv	mat fx	cut	8	34	13	16	3.1	NA	Induced 1	6	81	1.5578325	0.95	inv	1.5578325	inv	1	Induced 1 6 81 inv	0.939160220168277	49.0149388888889	-122.882097222222
78	CA001	CA001-11-1	11	1	inv	mat fx	cut	8	34	13	16	3.1	NA	Induced 2	5	66	5.299311085	0.83	nat	-0.628906569	nat	0	Induced 2 5 66 inv	1.84044027583086	49.0149388888889	-122.882097222222
79	CA001	CA001-11-1	11	1	inv	mat fx	cut	8	34	13	16	3.1	NA	Induced 2	1	7	5.062182379	0.838	nat	-11.4543475	nat	0	Induced 2 1 7 inv	1.80206986379836	49.0149388888889	-122.882097222222
80	CA001	CA001-15-4	15	4	inv	ass map	control	23	12	13	16.5	4.2	NA	Induced 3	5	74	3.78596743	0.878	inv	3.78596743	inv	1	Induced 3 5 74 inv	1.56568818419767	49.0149388888889	-122.882097222222
81	CA001	CA001-15-4	15	4	inv	ass map	control	23	12	13	16.5	4.2	NA	Induced 2	1	13	5.598299454	0.82	nat	-2.237257793	nat	0	Induced 2 1 13 inv	1.88681195734788	49.0149388888889	-122.882097222222
82	CA001	CA001-15-4	15	4	inv	ass map	control	23	12	13	16.5	4.2	NA	Induced 2	3	43	2.433146724	0.922	inv	-2.103228524	nat	0	Induced 2 3 43 inv	1.23347725285733	49.0149388888889	-122.882097222222
83	CA001	CA001-15-4	15	4	inv	ass map	control	23	12	13	16.5	4.2	NA	Induced 1	5	72	2.492532	0.92	NA	0.5608197	inv	1	Induced 1 5 72 inv	1.25062697459806	49.0149388888889	-122.882097222222
84	CA001	CA001-15-4	15	4	inv	ass map	control	23	12	13	16.5	4.2	NA	const	6	85	NA	NA	nat	NA	nat	0	const 6 85 inv	NA	49.0149388888889	-122.882097222222
85	CA001	CA001-15-4	15	4	inv	ass map	control	23	12	13	16.5	4.2	NA	Induced 2	4	57	3.288872055	0.894	nat	0.546427019	inv	1	Induced 2 4 57 inv	1.45602377412686	49.0149388888889	-122.882097222222
86	CA001	CA001-15-4	15	4	inv	ass map	control	23	12	13	16.5	4.2	NA	Induced 3	3	45	2.668796713	0.914	inv	1.510249303	inv	1	Induced 3 3 45 inv	1.29986373718783	49.0149388888889	-122.882097222222
87	CA001	CA001-15-4	15	4	inv	ass map	control	23	12	13	16.5	4.2	NA	const	2	28	NA	NA	inv	NA	inv	1	const 2 28 inv	NA	49.0149388888889	-122.882097222222
88	CA001	CA001-15-4	15	4	inv	ass map	control	23	12	13	16.5	4.2	NA	Induced 3	2	30	4.075604283	0.869	inv	3.599772311	inv	1	Induced 3 2 30 inv	1.62444558838139	49.0149388888889	-122.882097222222
89	CA001	CA001-15-4	15	4	inv	ass map	control	23	12	13	16.5	4.2	NA	Induced 1	6	87	0.5608197	0.982	NA	0.5608197	inv	1	Induced 1 6 87 inv	0.445211131979556	49.0149388888889	-122.882097222222
90	CA001	CA001-15-4	15	4	inv	ass map	control	23	12	13	16.5	4.2	NA	Induced 2	6	85	1.381532462	0.956	nat	-1.010374487	nat	0	Induced 2 6 85 inv	0.86774417207077	49.0149388888889	-122.882097222222
91	CA001	CA001-15-4	15	4	inv	ass map	control	23	12	13	16.5	4.2	NA	Induced 2	5	71	0	1	nat	-3.526000761	nat	0	Induced 2 5 71 inv	0	49.0149388888889	-122.882097222222
92	CA001	CA001-15-4	15	4	inv	ass map	control	23	12	13	16.5	4.2	NA	Induced 1	4	57	1.7447724	0.944	nat	-0.52966305	nat	0	Induced 1 4 57 inv	1.00969815713411	49.0149388888889	-122.882097222222
93	CA001	CA001-15-4	15	4	inv	ass map	control	23	12	13	16.5	4.2	NA	Induced 1	2	30	14.30090235	0.541	inv	8.7861753	inv	1	Induced 1 2 30 inv	2.72791180378349	49.0149388888889	-122.882097222222
94	CA001	CA001-15-4	15	4	inv	ass map	control	23	12	13	16.5	4.2	NA	const	5	71	NA	NA	inv	NA	inv	1	const 5 71 inv	NA	49.0149388888889	-122.882097222222
95	CA001	CA001-15-4	15	4	inv	ass map	control	23	12	13	16.5	4.2	NA	const	4	57	NA	NA	inv	NA	inv	1	const 4 57 inv	NA	49.0149388888889	-122.882097222222
96	CA001	CA001-15-4	15	4	inv	ass map	control	23	12	13	16.5	4.2	NA	Induced 3	4	59	2.41019238	0.923	inv	-2.296406475	nat	0	Induced 3 4 59 inv	1.22676870612637	49.0149388888889	-122.882097222222
97	CA001	CA001-15-4	15	4	inv	ass map	control	23	12	13	16.5	4.2	NA	Induced 3	6	88	1.686100249	0.946	inv	1.686100249	inv	1	Induced 3 6 88 inv	0.988090420189378	49.0149388888889	-122.882097222222
98	CA001	CA001-15-4	15	4	inv	ass map	control	23	12	13	16.5	4.2	NA	Induced 1	3	43	2.8040985	0.91	nat	-0.6854463	nat	0	Induced 1 3 43 inv	1.33607903814391	49.0149388888889	-122.882097222222
99	CA001	CA001-15-4	15	4	inv	ass map	control	23	12	13	16.5	4.2	NA	const	1	13	NA	NA	NA	NA	tie	3	const 1 13 inv	NA	49.0149388888889	-122.882097222222
100	CA001	CA001-6-2	6	2	inv	mat fx	cut	8	38	13	18.5	5.8	NA	Induced 1	3	39	2.08749555	0.933	nat	-7.3529694	nat	0	Induced 1 3 39 inv	1.12736026065751	49.0149388888889	-122.882097222222
101	CA001	CA001-6-2	6	2	inv	mat fx	cut	8	38	13	18.5	5.8	NA	Induced 3	2	26	4.313520269	0.862	nat	-3.154972858	nat	0	Induced 3 2 26 inv	1.67025456644647	49.0149388888889	-122.882097222222
102	CA001	CA001-6-2	6	2	inv	mat fx	cut	8	38	13	18.5	5.8	NA	const	3	39	NA	NA	nat	NA	nat	0	const 3 39 inv	NA	49.0149388888889	-122.882097222222
103	CA001	CA001-6-2	6	2	inv	mat fx	cut	8	38	13	18.5	5.8	NA	const	1	9	NA	NA	nat	NA	nat	0	const 1 9 inv	NA	49.0149388888889	-122.882097222222
104	CA001	CA001-6-2	6	2	inv	mat fx	cut	8	38	13	18.5	5.8	NA	Induced 2	2	24	3.237322336	0.896	NA	1.381532462	inv	1	Induced 2 2 24 inv	1.44393154521995	49.0149388888889	-122.882097222222
105	CA001	CA001-6-2	6	2	inv	mat fx	cut	8	38	13	18.5	5.8	NA	Induced 3	6	84	0	1	NA	0	tie	3	Induced 3 6 84 inv	0	49.0149388888889	-122.882097222222
106	CA001	CA001-6-2	6	2	inv	mat fx	cut	8	38	13	18.5	5.8	NA	Induced 3	3	41	0	1	NA	0	tie	3	Induced 3 3 41 inv	0	49.0149388888889	-122.882097222222
107	CA001	CA001-6-2	6	2	inv	mat fx	cut	8	38	13	18.5	5.8	NA	Induced 3	5	70	0.382734412	0.988	nat	0.382734412	inv	1	Induced 3 5 70 inv	0.324062996641619	49.0149388888889	-122.882097222222
108	CA001	CA001-6-2	6	2	inv	mat fx	cut	8	38	13	18.5	5.8	NA	const	4	53	NA	NA	nat	NA	nat	0	const 4 53 inv	NA	49.0149388888889	-122.882097222222
109	CA001	CA001-6-2	6	2	inv	mat fx	cut	8	38	13	18.5	5.8	NA	Induced 3	4	55	2.006769622	0.936	nat	0.517208666	inv	1	Induced 3 4 55 inv	1.1008662871705	49.0149388888889	-122.882097222222
110	CA001	CA001-6-2	6	2	inv	mat fx	cut	8	38	13	18.5	5.8	NA	const	5	67	NA	NA	inv	NA	inv	1	const 5 67 inv	NA	49.0149388888889	-122.882097222222
111	CA001	CA001-6-2	6	2	inv	mat fx	cut	8	38	13	18.5	5.8	NA	Induced 1	5	68	1.246266	0.96	NA	0.46734975	inv	1	Induced 1 5 68 inv	0.809269282073013	49.0149388888889	-122.882097222222
112	CA001	CA001-6-2	6	2	inv	mat fx	cut	8	38	13	18.5	5.8	NA	Induced 1	6	83	1.27742265	0.959	NA	-2.7417852	nat	0	Induced 1 6 83 inv	0.823044386896856	49.0149388888889	-122.882097222222
113	CA001	CA001-6-2	6	2	inv	mat fx	cut	8	38	13	18.5	5.8	NA	Induced 2	1	9	8.897481453	0.714	nat	-2.299117457	nat	0	Induced 2 1 9 inv	2.29228032608884	49.0149388888889	-122.882097222222
114	CA001	CA001-6-2	6	2	inv	mat fx	cut	8	38	13	18.5	5.8	NA	Induced 1	2	26	7.19718615	0.769	inv	4.58002755	inv	1	Induced 1 2 26 inv	2.10379094294091	49.0149388888889	-122.882097222222
115	CA001	CA001-6-2	6	2	inv	mat fx	cut	8	38	13	18.5	5.8	NA	const	6	81	NA	NA	nat	NA	nat	0	const 6 81 inv	NA	49.0149388888889	-122.882097222222
116	CA001	CA001-6-2	6	2	inv	mat fx	cut	8	38	13	18.5	5.8	NA	Induced 2	6	81	0.618596625	0.98	inv	0.618596625	inv	1	Induced 2 6 81 inv	0.481559492941988	49.0149388888889	-122.882097222222
117	CA001	CA001-6-2	6	2	inv	mat fx	cut	8	38	13	18.5	5.8	NA	const	2	24	NA	NA	nat	NA	nat	0	const 2 24 inv	NA	49.0149388888889	-122.882097222222
118	CA001	CA001-6-2	6	2	inv	mat fx	cut	8	38	13	18.5	5.8	NA	Induced 3	1	11	0.041376693	0.999	nat	-3.144628685	nat	0	Induced 3 1 11 inv	0.0405435810468205	49.0149388888889	-122.882097222222
119	CA001	CA001-6-2	6	2	inv	mat fx	cut	8	38	13	18.5	5.8	NA	Induced 1	4	53	0	1	NA	-0.71660295	nat	0	Induced 1 4 53 inv	0	49.0149388888889	-122.882097222222
120	GR002	GR002-3-1	3	1	nat	mat fx	cut	8	16	14	18	4.1	NA	Induced 1	1	1	1.90055565	0.939	NA	1.15279605	inv	0	Induced 1 1 1 nat	1.06490232208711	40.6213888888889	23.0786111111111
121	GR002	GR002-3-1	3	1	nat	mat fx	cut	8	16	14	18	4.1	NA	const	1	10	NA	NA	inv	NA	inv	0	const 1 10 nat	NA	40.6213888888889	23.0786111111111
122	GR002	GR002-3-1	3	1	nat	mat fx	cut	8	16	14	18	4.1	NA	Induced 1	3	42	3.1779783	0.898	nat	-0.03115665	nat	1	Induced 1 3 42 nat	1.42982746924822	40.6213888888889	23.0786111111111
123	GR002	GR002-3-1	3	1	nat	mat fx	cut	8	16	14	18	4.1	NA	Induced 2	6	75	6.732393266	0.784	nat	-3.154842786	nat	1	Induced 2 6 75 nat	2.04541842218405	40.6213888888889	23.0786111111111
124	GR002	GR002-3-1	3	1	nat	mat fx	cut	8	16	14	18	4.1	NA	Induced 2	1	5	3.546620649	0.886	NA	-0.3299182	nat	1	Induced 2 1 5 nat	1.5143842425083	40.6213888888889	23.0786111111111
125	GR002	GR002-3-1	3	1	nat	mat fx	cut	8	16	14	18	4.1	NA	Induced 2	2	15	1.268123081	0.959	NA	-1.268123081	nat	1	Induced 2 2 15 nat	0.818952652911541	40.6213888888889	23.0786111111111
126	GR002	GR002-3-1	3	1	nat	mat fx	cut	8	16	14	18	4.1	NA	Induced 3	6	84	0	1	NA	0	tie	3	Induced 3 6 84 nat	0	40.6213888888889	23.0786111111111
