PopID	Round	defense	TrayPos	Indiv	Rem.pro	MostEat	EatDiffI.N	MostEat.Scan	eat.bin	Origin	Eaten.mm	Eaten.log	Latitude	Longitude	Exp	Mom	Eaten.pro	Barcode	CrossNum	Trt	Rack	Pos
38	BG001	4	const	NA	NA	NA	nat	NA	nat	1	nat	NA	NA	43.3819444444444	28.4575	mat fx	NA	NA	BG001-3-1	3	cut	8	50
39	BG001	4	Induced 1	NA	NA	0.772	NA	-5.4835704	nat	1	nat	7.1037162	2.09232274658984	43.3819444444444	28.4575	mat fx	NA	NA	BG001-3-1	3	cut	8	50
40	BG001	4	Induced 1	NA	NA	0.927	inv	4.76696745	inv	0	nat	2.27443545	1.1861454725484	43.3819444444444	28.4575	mat fx	NA	NA	BG001-17-2	17	cut	8	10
41	BG001	4	Induced 1	NA	NA	0.977	NA	-0.71660295	nat	1	nat	0.71660295	0.540347308813846	43.3819444444444	28.4575	mat fx	NA	NA	BG001-8-5	8	cut	8	43
42	BG001	4	Induced 2	NA	NA	0.907	nat	1.020684431	inv	0	nat	2.907404136	1.36287324967921	43.3819444444444	28.4575	mat fx	NA	NA	BG001-8-5	8	cut	8	43
43	BG001	4	Induced 2	NA	NA	0.912	nat	0.546427019	inv	0	nat	2.742445036	1.31973915076425	43.3819444444444	28.4575	mat fx	NA	NA	BG001-3-1	3	cut	8	50
44	BG001	4	Induced 3	NA	NA	0.929	inv	5.410002639	inv	0	nat	2.213653088	1.16740832371737	43.3819444444444	28.4575	mat fx	NA	NA	BG001-8-5	8	cut	8	43
45	BG001	4	Induced 3	NA	NA	0.975	inv	0.1551626	inv	0	nat	0.786157171	0.580066480262118	43.3819444444444	28.4575	mat fx	NA	NA	BG001-3-1	3	cut	8	50
46	BG001	5	const	NA	NA	NA	inv	NA	inv	0	nat	NA	NA	43.3819444444444	28.4575	mat fx	NA	NA	BG001-17-2	17	cut	8	10
47	BG001	5	const	NA	NA	NA	inv	NA	inv	0	nat	NA	NA	43.3819444444444	28.4575	mat fx	NA	NA	BG001-3-1	3	cut	8	50
48	BG001	5	const	NA	NA	NA	inv	NA	inv	0	nat	NA	NA	43.3819444444444	28.4575	mat fx	NA	NA	BG001-8-5	8	cut	8	43
49	BG001	5	Induced 1	NA	NA	0.888	NA	1.6824591	inv	0	nat	3.4895448	1.50175131576845	43.3819444444444	28.4575	mat fx	NA	NA	BG001-3-1	3	cut	8	50
50	BG001	5	Induced 1	NA	NA	0.975	NA	0.46734975	inv	0	nat	0.77891625	0.576004330565985	43.3819444444444	28.4575	mat fx	NA	NA	BG001-17-2	17	cut	8	10
51	BG001	5	Induced 1	NA	NA	1	NA	3.6764847	inv	0	nat	0	0	43.3819444444444	28.4575	mat fx	NA	NA	BG001-8-5	8	cut	8	43
52	BG001	5	Induced 2	NA	NA	0.695	nat	-9.49545819	nat	1	nat	9.49545819	2.35094261025197	43.3819444444444	28.4575	mat fx	NA	NA	BG001-3-1	3	cut	8	50
53	BG001	5	Induced 2	NA	NA	0.997	NA	-0.103099437	nat	1	nat	0.103099437	0.0981238876132301	43.3819444444444	28.4575	mat fx	NA	NA	BG001-17-2	17	cut	8	10
54	BG001	5	Induced 3	NA	NA	0.887	inv	5.534132719	inv	0	nat	3.527363098	1.51013967243863	43.3819444444444	28.4575	mat fx	NA	NA	BG001-3-1	3	cut	8	50
55	BG001	5	Induced 3	NA	NA	0.893	NA	2.317094821	inv	0	nat	3.320479631	1.46336642178757	43.3819444444444	28.4575	mat fx	NA	NA	BG001-17-2	17	cut	8	10
56	BG001	5	Induced 3	NA	NA	0.908	nat	-1.841262848	nat	1	nat	2.875680179	1.35472117746623	43.3819444444444	28.4575	mat fx	NA	NA	BG001-8-5	8	cut	8	43
57	BG001	6	const	NA	NA	NA	inv	NA	inv	0	nat	NA	NA	43.3819444444444	28.4575	mat fx	NA	NA	BG001-8-5	8	cut	8	43
58	BG001	6	const	NA	NA	NA	nat	NA	nat	1	nat	NA	NA	43.3819444444444	28.4575	mat fx	NA	NA	BG001-17-2	17	cut	8	10
59	BG001	6	const	NA	NA	NA	nat	NA	nat	1	nat	NA	NA	43.3819444444444	28.4575	mat fx	NA	NA	BG001-3-1	3	cut	8	50
60	BG001	6	Induced 1	NA	NA	0.87	NA	-2.46137535	nat	1	nat	4.0503645	1.61946041890037	43.3819444444444	28.4575	mat fx	NA	NA	BG001-8-5	8	cut	8	43
61	BG001	6	Induced 2	NA	NA	0.923	nat	-1.010374487	nat	1	nat	2.391906949	1.22139228506517	43.3819444444444	28.4575	mat fx	NA	NA	BG001-3-1	3	cut	8	50
62	BG001	6	Induced 2	NA	NA	0.955	inv	8.619112974	inv	0	nat	1.391842406	0.87206395013869	43.3819444444444	28.4575	mat fx	NA	NA	BG001-8-5	8	cut	8	43
63	BG001	6	Induced 2	NA	NA	1	inv	0.618596625	inv	0	nat	0	0	43.3819444444444	28.4575	mat fx	NA	NA	BG001-17-2	17	cut	8	10
64	BG001	6	Induced 3	NA	NA	0.715	nat	-7.685720767	nat	1	nat	8.875300697	2.2900367606527	43.3819444444444	28.4575	mat fx	NA	NA	BG001-17-2	17	cut	8	10
65	BG001	6	Induced 3	NA	NA	0.786	nat	-5.151398307	nat	1	nat	6.671991783	2.03757626654302	43.3819444444444	28.4575	mat fx	NA	NA	BG001-8-5	8	cut	8	43
66	CA001	1	const	1-1	a	0.757	nat	-0.343	nat	0	inv	11.3156004772038	2.51086679020545	49.0149388888889	-122.882097222222	st	6	0.243	NA	NA	NA	NA	NA
67	CA001	1	const	1-2	a	0.715	inv	0.139	inv	1	inv	13.2713832757329	2.65825636272159	49.0149388888889	-122.882097222222	st	6	0.285	NA	NA	NA	NA	NA
68	CA001	1	const	1-3	a	0.499	nat	0.223	inv	1	inv	23.3296948110252	3.19169761298578	49.0149388888889	-122.882097222222	st	6	0.501	NA	NA	NA	NA	NA
69	CA001	1	const	NA	NA	NA	inv	NA	inv	1	inv	NA	NA	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-11-1	11	cut	8	34
70	CA001	1	const	NA	NA	NA	nat	NA	nat	0	inv	NA	NA	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-6-2	6	cut	8	38
71	CA001	1	const	NA	NA	NA	NA	NA	tie	3	inv	NA	NA	49.0149388888889	-122.882097222222	ass map	NA	NA	CA001-15-4	15	control	23	12
72	CA001	1	ind	4-1	c	0.591	inv	0.338	inv	1	inv	12.7495333200451	2.62100488317624	49.0149388888889	-122.882097222222	st	2	0.409	NA	NA	NA	NA	NA
73	CA001	1	ind	4-2	c	0.76	inv	0.128	inv	1	inv	7.48138874525873	2.13787420352501	49.0149388888889	-122.882097222222	st	2	0.24	NA	NA	NA	NA	NA
74	CA001	1	ind	4-3	c	0.973	nat	-0.307	nat	0	inv	0.841656233841607	0.610665293837276	49.0149388888889	-122.882097222222	st	2	0.027	NA	NA	NA	NA	NA
75	CA001	1	Induced 1	NA	NA	0.92	nat	-4.985064	nat	0	inv	2.492532	1.25062697459806	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-11-1	11	cut	8	34
76	CA001	1	Induced 2	NA	NA	0.714	nat	-2.299117457	nat	0	inv	8.897481453	2.29228032608884	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-6-2	6	cut	8	38
77	CA001	1	Induced 2	NA	NA	0.82	nat	-2.237257793	nat	0	inv	5.598299454	1.88681195734788	49.0149388888889	-122.882097222222	ass map	NA	NA	CA001-15-4	15	control	23	12
78	CA001	1	Induced 2	NA	NA	0.838	nat	-11.4543475	nat	0	inv	5.062182379	1.80206986379836	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-11-1	11	cut	8	34
79	CA001	1	Induced 3	NA	NA	0.682	inv	6.81681021	inv	1	inv	9.899373855	2.38870534308969	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-11-1	11	cut	8	34
80	CA001	1	Induced 3	NA	NA	0.999	nat	-3.144628685	nat	0	inv	0.041376693	0.0405435810468205	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-6-2	6	cut	8	38
81	CA001	2	const	3-1	j	0.894		0.083	inv	1	inv	4.93602325343048	1.78103942321429	49.0149388888889	-122.882097222222	st	3	0.106	NA	NA	NA	NA	NA
82	CA001	2	const	3-2	j	0.81	nat	-0.17	nat	0	inv	8.8475888504886	2.2872266384664	49.0149388888889	-122.882097222222	st	3	0.19	NA	NA	NA	NA	NA
83	CA001	2	const	3-3	j	0.897	nat	-0.07	nat	0	inv	4.79632448210698	1.75722400669178	49.0149388888889	-122.882097222222	st	3	0.103	NA	NA	NA	NA	NA
84	CA001	2	const	NA	NA	NA	inv	NA	inv	1	inv	NA	NA	49.0149388888889	-122.882097222222	ass map	NA	NA	CA001-15-4	15	control	23	12
85	CA001	2	const	NA	NA	NA	nat	NA	nat	0	inv	NA	NA	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-6-2	6	cut	8	38
86	CA001	2	ind	5-17	e	0.979		-0.072	nat	0	inv	0.654621515210139	0.50357229095916	49.0149388888889	-122.882097222222	st	2	0.021	NA	NA	NA	NA	NA
87	CA001	2	ind	5-18	e	0.746	inv	0.048	inv	1	inv	7.91780308873216	2.18804962575655	49.0149388888889	-122.882097222222	st	2	0.254	NA	NA	NA	NA	NA
88	CA001	2	ind	5-19	e	0.541	inv	0.454	inv	1	inv	14.3081559753073	2.72838575664843	49.0149388888889	-122.882097222222	st	2	0.459	NA	NA	NA	NA	NA
89	CA001	2	Induced 1	NA	NA	0.541	inv	8.7861753	inv	1	inv	14.30090235	2.72791180378349	49.0149388888889	-122.882097222222	ass map	NA	NA	CA001-15-4	15	control	23	12
90	CA001	2	Induced 1	NA	NA	0.769	inv	4.58002755	inv	1	inv	7.19718615	2.10379094294091	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-6-2	6	cut	8	38
91	CA001	2	Induced 1	NA	NA	0.896	NA	1.52667585	inv	1	inv	3.2402916	1.44463204046398	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-11-1	11	cut	8	34
92	CA001	2	Induced 2	NA	NA	0.731	inv	5.856048047	inv	1	inv	8.381984265	2.23879128275713	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-11-1	11	cut	8	34
93	CA001	2	Induced 2	NA	NA	0.896	NA	1.381532462	inv	1	inv	3.237322336	1.44393154521995	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-6-2	6	cut	8	38
94	CA001	2	Induced 3	NA	NA	0.862	nat	-3.154972858	nat	0	inv	4.313520269	1.67025456644647	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-6-2	6	cut	8	38
95	CA001	2	Induced 3	NA	NA	0.869	inv	3.599772311	inv	1	inv	4.075604283	1.62444558838139	49.0149388888889	-122.882097222222	ass map	NA	NA	CA001-15-4	15	control	23	12
96	CA001	2	Induced 3	NA	NA	1	NA	-4.385929482	nat	0	inv	0	0	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-11-1	11	cut	8	34
97	CA001	3	const	NA	NA	NA	nat	NA	nat	0	inv	NA	NA	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-11-1	11	cut	8	34
98	CA001	3	const	NA	NA	NA	nat	NA	nat	0	inv	NA	NA	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-6-2	6	cut	8	38
99	CA001	3	Induced 1	NA	NA	0.881	NA	-0.1246266	nat	0	inv	3.70764135	1.54918700765175	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-11-1	11	cut	8	34
100	CA001	3	Induced 1	NA	NA	0.91	nat	-0.6854463	nat	0	inv	2.8040985	1.33607903814391	49.0149388888889	-122.882097222222	ass map	NA	NA	CA001-15-4	15	control	23	12
101	CA001	3	Induced 1	NA	NA	0.933	nat	-7.3529694	nat	0	inv	2.08749555	1.12736026065751	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-6-2	6	cut	8	38
102	CA001	3	Induced 2	NA	NA	0.922	inv	-2.103228524	nat	0	inv	2.433146724	1.23347725285733	49.0149388888889	-122.882097222222	ass map	NA	NA	CA001-15-4	15	control	23	12
103	CA001	3	Induced 2	NA	NA	0.977	NA	0.701076175	inv	1	inv	0.701076175	0.531261094891913	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-11-1	11	cut	8	34
104	CA001	3	Induced 3	NA	NA	0.914	inv	1.510249303	inv	1	inv	2.668796713	1.29986373718783	49.0149388888889	-122.882097222222	ass map	NA	NA	CA001-15-4	15	control	23	12
105	CA001	3	Induced 3	NA	NA	1	NA	0	tie	3	inv	0	0	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-6-2	6	cut	8	38
106	CA001	4	const	NA	NA	NA	inv	NA	inv	1	inv	NA	NA	49.0149388888889	-122.882097222222	ass map	NA	NA	CA001-15-4	15	control	23	12
107	CA001	4	const	NA	NA	NA	nat	NA	nat	0	inv	NA	NA	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-6-2	6	cut	8	38
108	CA001	4	Induced 1	NA	NA	0.919	inv	1.6824591	inv	1	inv	2.52368865	1.25950835286539	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-11-1	11	cut	8	34
109	CA001	4	Induced 1	NA	NA	0.944	nat	-0.52966305	nat	0	inv	1.7447724	1.00969815713411	49.0149388888889	-122.882097222222	ass map	NA	NA	CA001-15-4	15	control	23	12
110	CA001	4	Induced 1	NA	NA	1	NA	-0.71660295	nat	0	inv	0	0	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-6-2	6	cut	8	38
111	CA001	4	Induced 2	NA	NA	0.894	nat	0.546427019	inv	1	inv	3.288872055	1.45602377412686	49.0149388888889	-122.882097222222	ass map	NA	NA	CA001-15-4	15	control	23	12
112	CA001	4	Induced 2	NA	NA	0.962	nat	-1.329982743	nat	0	inv	1.195953475	0.786616337175129	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-11-1	11	cut	8	34
113	CA001	4	Induced 3	NA	NA	0.923	inv	-2.296406475	nat	0	inv	2.41019238	1.22676870612637	49.0149388888889	-122.882097222222	ass map	NA	NA	CA001-15-4	15	control	23	12
114	CA001	4	Induced 3	NA	NA	0.936	nat	0.517208666	inv	1	inv	2.006769622	1.1008662871705	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-6-2	6	cut	8	38
115	CA001	5	const	NA	NA	NA	inv	NA	inv	1	inv	NA	NA	49.0149388888889	-122.882097222222	ass map	NA	NA	CA001-15-4	15	control	23	12
116	CA001	5	const	NA	NA	NA	inv	NA	inv	1	inv	NA	NA	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-11-1	11	cut	8	34
117	CA001	5	const	NA	NA	NA	inv	NA	inv	1	inv	NA	NA	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-6-2	6	cut	8	38
118	CA001	5	Induced 1	NA	NA	0.92	NA	0.5608197	inv	1	inv	2.492532	1.25062697459806	49.0149388888889	-122.882097222222	ass map	NA	NA	CA001-15-4	15	control	23	12
119	CA001	5	Induced 1	NA	NA	0.96	NA	0.46734975	inv	1	inv	1.246266	0.809269282073013	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-6-2	6	cut	8	38
120	CA001	5	Induced 2	NA	NA	0.83	nat	-0.628906569	nat	0	inv	5.299311085	1.84044027583086	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-11-1	11	cut	8	34
121	CA001	5	Induced 2	NA	NA	1	nat	-3.526000761	nat	0	inv	0	0	49.0149388888889	-122.882097222222	ass map	NA	NA	CA001-15-4	15	control	23	12
122	CA001	5	Induced 3	NA	NA	0.878	inv	3.78596743	inv	1	inv	3.78596743	1.56568818419767	49.0149388888889	-122.882097222222	ass map	NA	NA	CA001-15-4	15	control	23	12
123	CA001	5	Induced 3	NA	NA	0.988	nat	0.382734412	inv	1	inv	0.382734412	0.324062996641619	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-6-2	6	cut	8	38
124	CA001	6	const	NA	NA	NA	inv	NA	inv	1	inv	NA	NA	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-11-1	11	cut	8	34
125	CA001	6	const	NA	NA	NA	nat	NA	nat	0	inv	NA	NA	49.0149388888889	-122.882097222222	ass map	NA	NA	CA001-15-4	15	control	23	12
126	CA001	6	const	NA	NA	NA	nat	NA	nat	0	inv	NA	NA	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-6-2	6	cut	8	38
127	CA001	6	Induced 1	NA	NA	0.95	inv	1.5578325	inv	1	inv	1.5578325	0.939160220168277	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-11-1	11	cut	8	34
128	CA001	6	Induced 1	NA	NA	0.959	NA	-2.7417852	nat	0	inv	1.27742265	0.823044386896856	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-6-2	6	cut	8	38
129	CA001	6	Induced 1	NA	NA	0.982	NA	0.5608197	inv	1	inv	0.5608197	0.445211131979556	49.0149388888889	-122.882097222222	ass map	NA	NA	CA001-15-4	15	control	23	12
130	CA001	6	Induced 2	NA	NA	0.956	nat	-1.010374487	nat	0	inv	1.381532462	0.86774417207077	49.0149388888889	-122.882097222222	ass map	NA	NA	CA001-15-4	15	control	23	12
131	CA001	6	Induced 2	NA	NA	0.96	nat	-4.258006767	nat	0	inv	1.23719325	0.805222066796432	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-11-1	11	cut	8	34
132	CA001	6	Induced 2	NA	NA	0.98	inv	0.618596625	inv	1	inv	0.618596625	0.481559492941988	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-6-2	6	cut	8	38
133	CA001	6	Induced 3	NA	NA	0.946	inv	1.686100249	inv	1	inv	1.686100249	0.988090420189378	49.0149388888889	-122.882097222222	ass map	NA	NA	CA001-15-4	15	control	23	12
134	CA001	6	Induced 3	NA	NA	0.991	NA	-0.537897012	nat	0	inv	0.289636853	0.254360669440074	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-11-1	11	cut	8	34
135	CA001	6	Induced 3	NA	NA	1	NA	0	tie	3	inv	0	0	49.0149388888889	-122.882097222222	mat fx	NA	NA	CA001-6-2	6	cut	8	38
136	CA007	1	const	2-5	a	0.842	inv	0.158	inv	1	inv	7.35746862303788	2.12315558495722	49.2961027777778	-118.473830555556	st	4	0.158	NA	NA	NA	NA	NA
137	CA007	1	const	2-6	a	1	nat	-0.028	nat	0	inv	0	0	49.2961027777778	-118.473830555556	st	4	0	NA	NA	NA	NA	NA
138	CA007	1	const	2-7	a	0.959	inv	0.041	inv	1	inv	1.90921654142122	1.06788381518241	49.2961027777778	-118.473830555556	st	4	0.041	NA	NA	NA	NA	NA
139	CA007	1	ind	4-4	a	0.632	inv	0.212	inv	1	inv	11.4714627427301	2.52344305375339	49.2961027777778	-118.473830555556	st	2	0.368	NA	NA	NA	NA	NA
140	CA007	1	ind	4-5	a	0.355	inv	0.479	inv	1	inv	20.1062322528828	3.04956836430485	49.2961027777778	-118.473830555556	st	2	0.645	NA	NA	NA	NA	NA
141	CA007	1	ind	4-6	a	0.93	nat	-0.343	nat	0	inv	2.18207171736713	1.15753246811765	49.2961027777778	-118.473830555556	st	2	0.07	NA	NA	NA	NA	NA
142	CA007	2	const	2-18	a	1	nat	-0.246	nat	0	inv	0	0	49.2961027777778	-118.473830555556	st	2	0	NA	NA	NA	NA	NA
143	CA007	2	const	2-19	a	1		0	tie	2	inv	0	0	49.2961027777778	-118.473830555556	st	2	0	NA	NA	NA	NA	NA
144	CA007	2	const	2-20	a	0.996	nat	-0.055	nat	0	inv	0.186265028431339	0.170809739718517	49.2961027777778	-118.473830555556	st	2	0.004	NA	NA	NA	NA	NA
145	CA007	2	ind	6-10	a	1	nat	-0.247	nat	0	inv	0	0	49.2961027777778	-118.473830555556	st	4	0	NA	NA	NA	NA	NA
146	CA007	2	ind	6-11	a	0.977	inv	0.023	inv	1	inv	0.716966421420629	0.540559025183995	49.2961027777778	-118.473830555556	st	4	0.023	NA	NA	NA	NA	NA
147	CA007	2	ind	6-9	a	1	nat	-0.078	nat	0	inv	0	0	49.2961027777778	-118.473830555556	st	4	0	NA	NA	NA	NA	NA
148	CA008	1	const	1-4	b	0.733	inv	0.046	inv	1	inv	12.4331906477919	2.59772855847565	49.0120833333333	-118.645711111111	st	4	0.267	NA	NA	NA	NA	NA
149	CA008	1	const	1-5	b	0.626	inv	0.11	inv	1	inv	17.4157801583302	2.9132079143719	49.0120833333333	-118.645711111111	st	4	0.374	NA	NA	NA	NA	NA
150	CA008	1	const	1-6	b	0.639	inv	0.1	inv	1	inv	16.8104188159283	2.87978361279871	49.0120833333333	-118.645711111111	st	4	0.361	NA	NA	NA	NA	NA
151	CA008	1	ind	4-7	a	0.751	inv	0.179	inv	1	inv	7.76194082320594	2.17041743556908	49.0120833333333	-118.645711111111	st	5	0.249	NA	NA	NA	NA	NA
152	CA008	1	ind	4-8	a	1	nat	-0.313	nat	0	inv	0	0	49.0120833333333	-118.645711111111	st	5	0	NA	NA	NA	NA	NA
